WKT;@id;admin_level;boundary;complete:relation;land_area;name;name:en;name:en1;name:he;name:ru;place;place_name;place_name:en;place_name:he;place_name:ru;type;wikipedia;int_name;name:ar;name:de;note;place_name:ar;population;wikipedia:en;wikipedia:ru;landuse;contact:website;name:et;name:hi;name:lb;place_name:de;place_name:he2;website;area;addr:postcode;date;source;@relations;history;fixme;name:lt
"POLYGON ((34.836921 32.1895548,34.8367402 32.1874764,34.8371758 32.1874119,34.8371221 32.1865811,34.8401327 32.1863705,34.8426003 32.1859764,34.8470324 32.1819066,34.8479143 32.1812201,34.8492844 32.1804528,34.8506083 32.1798689,34.8532626 32.178959,34.855226 32.1784732,34.8569844 32.1777622,34.8565188 32.1774217,34.8567345 32.1773853,34.8563901 32.1757317,34.8566551 32.1757335,34.8569201 32.1731363,34.8569855 32.1726949,34.8643974 32.17102,34.8721409 32.1696809,34.8734091 32.1738039,34.8747502 32.1735374,34.8753462 32.173402,34.8757109 32.1733108,34.876337 32.1731759,34.8769447 32.1730311,34.8785034 32.1726842,34.8849138 32.1712737,34.8853041 32.1715421,34.8855828 32.171733,34.8859156 32.1718965,34.8867278 32.172267,34.887702 32.1726548,34.8885011 32.1729426,34.8887468 32.1730294,34.8889613 32.1731202,34.8891437 32.1732201,34.8891311 32.1733403,34.8894733 32.1735669,34.8898062 32.1738513,34.890219 32.1742287,34.8906707 32.174636,34.8913614 32.1753073,34.8905043 32.1761335,34.8889613 32.1782485,34.8907546 32.1843195,34.8905477 32.1866545,34.8894442 32.1902735,34.8888234 32.1924915,34.8855817 32.1971025,34.8858576 32.1983865,34.8864809 32.1989257,34.8864061 32.2004027,34.887237 32.2004293,34.8876509 32.203289,34.8866853 32.2049815,34.8842023 32.2073743,34.8817193 32.2090667,34.8801329 32.2090083,34.8807807 32.1995573,34.872615 32.1989118,34.8723391 32.2003126,34.8717873 32.2062654,34.8708217 32.2071992,34.8673041 32.2071408,34.8653729 32.208308,34.8612346 32.2064405,34.850337 32.2064405,34.8504059 32.2049815,34.8463366 32.2050399,34.8462969 32.1990984,34.8416663 32.1990221,34.8406482 32.1977652,34.8435342 32.1977702,34.8436775 32.197649,34.843538 32.1962513,34.8433781 32.1945099,34.8439671 32.1945072,34.8437027 32.1927163,34.8435326 32.1917239,34.8414056 32.1917552,34.8396831 32.1916281,34.8385008 32.1911891,34.8369618 32.1910575,34.8370063 32.1905976,34.836921 32.1895548))";relation/1383630;8;administrative;yes;;רעננה;Raanana;;;;;;;;;boundary;;;;;;;;;;;;;;;;;;;;;;;;;
"POLYGON ((34.8971179 32.1719601,34.9069329 32.1696446,34.913399 32.169371,34.9234215 32.1660868,34.9285766 32.1636338,34.9382937 32.1597007,34.9392636 32.160978,34.9307498 32.164536,34.9295644 32.1680938,34.9295644 32.1703744,34.9321508 32.1731111,34.9373237 32.1754828,34.943251 32.1780368,34.9463763 32.1792226,34.9493939 32.1810469,34.9514415 32.1814117,34.9532735 32.1811381,34.9542435 32.1794963,34.9562911 32.1820502,34.9581292 32.1842418,34.9578279 32.18593,34.9577198 32.1865626,34.9575721 32.1873332,34.9574189 32.1880751,34.9573613 32.1884125,34.9572081 32.1891877,34.9567727 32.1897862,34.9570378 32.1900343,34.9570151 32.1901485,34.9560755 32.1904413,34.9549616 32.1908102,34.9535969 32.1912621,34.9514415 32.189438,34.9464841 32.1917181,34.9387247 32.1940893,34.9346295 32.1945453,34.931513 32.1864107,34.9294549 32.1871289,34.9195419 32.1895293,34.9200807 32.1919005,34.9153389 32.1938157,34.9142612 32.1949101,34.911998 32.1953661,34.9070632 32.1903844,34.9049341 32.1914979,34.9038076 32.1908061,34.9000018 32.1920968,34.8986347 32.1924477,34.8985269 32.1935421,34.9008978 32.1943629,34.9011134 32.1965517,34.8996046 32.1978284,34.89508 32.1980107,34.8928152 32.198102,34.8924919 32.1998347,34.8907676 32.2004731,34.8873607 32.2004308,34.887237 32.2004293,34.8864061 32.2004027,34.8864809 32.1989257,34.8858576 32.1983865,34.8855817 32.1971025,34.8888234 32.1924915,34.8894442 32.1902735,34.8905477 32.1866545,34.8907546 32.1843195,34.8889613 32.1782485,34.8905043 32.1761335,34.8913614 32.1753073,34.8906707 32.174636,34.890219 32.1742287,34.8898062 32.1738513,34.8894733 32.1735669,34.8891311 32.1733403,34.8891437 32.1732201,34.8894287 32.1730637,34.8894504 32.1726921,34.8895144 32.1718067,34.8900103 32.1718162,34.8899945 32.1720578,34.890947 32.1720816,34.8910499 32.1720698,34.8911551 32.1720103,34.8911411 32.1724526,34.8916768 32.1723999,34.8916851 32.1722067,34.8915969 32.172041,34.8914365 32.1716768,34.892965 32.1717222,34.8929857 32.1716162,34.8937008 32.1716398,34.8936678 32.1717508,34.8958932 32.1718214,34.8958396 32.1722349,34.8971179 32.1719601))";relation/1383631;8;administrative;yes;;כפר סבא;Kfar Sava;;;;;;;;;boundary;;;;;;;;;;;;;;;;;;;;;;;;;
"POLYGON ((34.8369618 32.1910575,34.836929 32.1914252,34.8320619 32.1919495,34.8292676 32.1923445,34.8239015 32.1930935,34.8234289 32.1934735,34.8233383 32.1936655,34.8231709 32.1938566,34.8227847 32.1940727,34.8221726 32.1942743,34.8216957 32.1944336,34.8207124 32.1944954,34.8205536 32.194208,34.8204866 32.193922,34.8180211 32.1933046,34.8179787 32.1926191,34.8173242 32.190875,34.8165925 32.1898648,34.8157675 32.1874469,34.8154478 32.1863909,34.8153034 32.1853008,34.8152798 32.1843134,34.8152584 32.1839088,34.8153287 32.1834217,34.8154553 32.1826903,34.8157664 32.1808887,34.8161601 32.1800428,34.8184872 32.17977,34.8184449 32.179567,34.818469 32.1778276,34.8198187 32.1777985,34.8195548 32.1773436,34.8248923 32.17891,34.829082 32.1783652,34.8290637 32.1799016,34.8316912 32.1793777,34.83185 32.1797137,34.8328295 32.1795983,34.833558 32.181429,34.8340741 32.1813654,34.8342168 32.1875354,34.8345107 32.1874809,34.8347951 32.1896374,34.836921 32.1895548,34.8370063 32.1905976,34.8369618 32.1910575))";relation/1383632;8;administrative;yes;;כפר שמריהו;Kfar Shmaryahu;;;;;;;;;boundary;;;;;;;;;;;;;;;;;;;;;;;;;
"MULTIPOLYGON (((34.812818 32.151252,34.812154 32.1497054,34.8108118 32.1456018,34.8103826 32.1444691,34.8172227 32.1431414,34.8176315 32.141583,34.8191357 32.1410333,34.8205551 32.1406913,34.8209977 32.1425863,34.8214113 32.1429343,34.8224697 32.1440139,34.8230254 32.1450722,34.8232738 32.1456096,34.8233816 32.1460279,34.8241713 32.1488003,34.8221655 32.1491223,34.822754 32.1511734,34.8274935 32.15035,34.8277531 32.1513882,34.8281737 32.1513192,34.8285095 32.1526572,34.8293764 32.1525355,34.8298935 32.1544893,34.833618 32.1539988,34.8336449 32.1540789,34.8339469 32.155686,34.8342194 32.1564508,34.8341244 32.1568191,34.8345445 32.1573509,34.834648 32.1579522,34.8348057 32.1582923,34.8352606 32.1587851,34.8355041 32.1593019,34.8354451 32.1597483,34.8352316 32.159964,34.832418 32.1604123,34.8324582 32.1606593,34.8306333 32.1609613,34.8297015 32.1608809,34.8272596 32.1600453,34.8236021 32.1605635,34.8203121 32.1516903,34.8167163 32.1524378,34.8160807 32.1502841,34.8129425 32.1510367,34.8130063 32.1512261,34.812818 32.151252)),((34.8835463 32.2276248,34.8849196 32.2316181,34.8859862 32.2351514,34.8860233 32.235271,34.8878552 32.2413429,34.878757 32.2465661,34.8785853 32.2508489,34.8762464 32.250642,34.8758216 32.2522317,34.8735642 32.2526201,34.8744654 32.2579623,34.8704786 32.258993,34.8725772 32.263043,34.8666548 32.2658735,34.8666548 32.266817,34.8708606 32.2680508,34.8764395 32.2739292,34.8769545 32.2769045,34.8797011 32.2785736,34.8796153 32.2796621,34.8786711 32.2808957,34.8789286 32.2865555,34.8819327 32.2861927,34.883306 32.2863379,34.8839926 32.2922151,34.8784995 32.2931583,34.876697 32.2903286,34.8747229 32.288297,34.8718905 32.2893128,34.8697266 32.2865004,34.8723111 32.2850245,34.8718047 32.2817084,34.8680453 32.2767739,34.8670668 32.2749887,34.8649297 32.2737042,34.8624749 32.2722746,34.85887 32.2718464,34.85591 32.2728574,34.8553853 32.2730366,34.8526644 32.2708667,34.8501496 32.2701845,34.8463731 32.2692338,34.8430514 32.2685008,34.8389058 32.2672743,34.8374896 32.2661203,34.8382964 32.2650026,34.8405537 32.264618,34.8367257 32.254892,34.830666 32.2564236,34.8320307 32.2572873,34.8319878 32.2591962,34.8288679 32.2596092,34.825878 32.2498399,34.8217583 32.2367735,34.8191832 32.2280605,34.8166052 32.2207944,34.8142031 32.2164355,34.8124885 32.2100527,34.8109434 32.2071469,34.8093027 32.2021723,34.8102527 32.2018051,34.8103622 32.2019766,34.8109791 32.2017447,34.8109469 32.2016807,34.8115879 32.2014238,34.8115649 32.201357,34.8126565 32.2009449,34.8112592 32.1984411,34.8184196 32.1960111,34.8182136 32.1951454,34.8177652 32.1939011,34.818182 32.1937817,34.8180211 32.1933046,34.8204866 32.193922,34.8205536 32.194208,34.8207124 32.1944954,34.8216957 32.1944336,34.8221726 32.1942743,34.8227847 32.1940727,34.8231709 32.1938566,34.8233383 32.1936655,34.8234289 32.1934735,34.8239015 32.1930935,34.8292676 32.1923445,34.8320619 32.1919495,34.836929 32.1914252,34.8369618 32.1910575,34.8385008 32.1911891,34.8396831 32.1916281,34.8414056 32.1917552,34.8435326 32.1917239,34.8437027 32.1927163,34.8439671 32.1945072,34.8433781 32.1945099,34.843538 32.1962513,34.8436775 32.197649,34.8435342 32.1977702,34.8406482 32.1977652,34.8416663 32.1990221,34.8462969 32.1990984,34.8463366 32.2050399,34.8504059 32.2049815,34.850337 32.2064405,34.8612346 32.2064405,34.8653729 32.208308,34.8673041 32.2071408,34.8708217 32.2071992,34.8717873 32.2062654,34.8723391 32.2003126,34.872615 32.1989118,34.8807807 32.1995573,34.8801329 32.2090083,34.8817193 32.2090667,34.8842023 32.2073743,34.8857093 32.2094639,34.8896575 32.2093187,34.8896575 32.2158544,34.8832116 32.2186792,34.8835463 32.2276248)))";relation/1383640;8;administrative;yes;;מועצה אזורית חוף השרון;Hof HaSharon Regional Council;;;;;;;;;boundary;;;;;;;;;;;;;;;;;;;;;;;;;
"MULTIPOLYGON (((35.3881107 32.6954426,35.3897967 32.6953702,35.3954616 32.6955869,35.4024095 32.6939292,35.4085035 32.692629,35.4083319 32.6896674,35.4111643 32.6872836,35.4109068 32.6861277,35.4109926 32.6841773,35.4107351 32.6821545,35.4112501 32.680204,35.4112887 32.6782425,35.4146447 32.6797127,35.415885 32.6807819,35.414855 32.6835994,35.4147692 32.6863445,35.41537 32.6893062,35.4150267 32.6951535,35.41537 32.6974649,35.4185457 32.7008596,35.4235239 32.700354,35.4247255 32.6991984,35.4267855 32.700354,35.4263563 32.7038209,35.4190607 32.7050487,35.4136534 32.7049042,35.4133959 32.7098875,35.4119368 32.7114763,35.409791 32.7137873,35.4090185 32.7153038,35.4091043 32.7173258,35.4078169 32.7195644,35.410821 32.7238248,35.4061861 32.7254133,35.403182 32.7258466,35.387136 32.7272907,35.3843894 32.7244024,35.3831019 32.724258,35.3819003 32.7229583,35.3765788 32.7185534,35.377008 32.7145094,35.3791537 32.7120541,35.380527 32.7106819,35.3812137 32.705482,35.3830161 32.7034597,35.3831448 32.7014049,35.3879943 32.7023764,35.3870501 32.6979705,35.3881107 32.6954426)),((35.432539 32.8483691,35.4260159 32.8490902,35.4233551 32.8478644,35.4206944 32.8494507,35.416832 32.8471433,35.4158879 32.8449079,35.4139137 32.8428888,35.4126263 32.8428167,35.4103089 32.8441147,35.4091931 32.8430331,35.4108238 32.841086,35.4130554 32.8398601,35.412519 32.8372423,35.4123688 32.8356774,35.4105406 32.8342206,35.4103947 32.8328648,35.4082489 32.8318551,35.4080744 32.8288978,35.4069586 32.8282487,35.4056711 32.8263735,35.4061861 32.8248588,35.4079885 32.8226229,35.4079885 32.819305,35.408246 32.8139671,35.4073019 32.8120195,35.4027529 32.8103603,35.3994913 32.8092061,35.3982995 32.8094255,35.396749 32.809711,35.3948607 32.8098553,35.3946891 32.8105767,35.3976073 32.8113702,35.3970923 32.8126687,35.3958907 32.8133179,35.3928866 32.8127408,35.3904834 32.8134622,35.3854194 32.8140393,35.3723731 32.8082683,35.3768363 32.8048055,35.3789821 32.8030741,35.3772654 32.8009819,35.3754415 32.7970174,35.3782096 32.7969416,35.3830161 32.7954265,35.3813853 32.7931898,35.3799262 32.7900872,35.3785901 32.7872068,35.381042 32.7869124,35.3829303 32.7861186,35.3828444 32.7842425,35.3842177 32.7833766,35.3878226 32.7843868,35.3915133 32.7868402,35.3915992 32.7888606,35.3922858 32.7901594,35.3913417 32.7917467,35.3897967 32.7923961,35.3885951 32.7931176,35.3874793 32.7944885,35.3885093 32.79521,35.3891959 32.7964366,35.3898826 32.7975188,35.390655 32.7971581,35.3926291 32.7970138,35.3947749 32.7970138,35.3953757 32.7982403,35.3958907 32.7998997,35.3952041 32.8008376,35.3953757 32.801559,35.3971782 32.8004047,35.3975215 32.7975188,35.397985 32.7967865,35.3999205 32.7965087,35.4003496 32.7949936,35.4012937 32.7936949,35.4008646 32.7921075,35.4005213 32.7883555,35.3999205 32.7871288,35.3990621 32.7862629,35.3999205 32.7861908,35.4014654 32.7872731,35.404212 32.7870567,35.4063578 32.7868402,35.4073877 32.7821499,35.4071026 32.7796625,35.4067011 32.7761603,35.4037828 32.7761603,35.4008646 32.7748613,35.391504 32.7713201,35.3866811 32.7694955,35.3795442 32.7656127,35.3806987 32.7656235,35.3831878 32.7640356,35.3861918 32.7630252,35.3869643 32.7579727,35.3865352 32.7561681,35.3879943 32.7551576,35.3868785 32.7546523,35.3867068 32.7528477,35.3838744 32.7517649,35.3842177 32.7488053,35.3827586 32.7468562,35.3808703 32.7451958,35.3828444 32.7413696,35.385591 32.7414418,35.3918567 32.7424525,35.3944316 32.7440408,35.3970065 32.7428857,35.3964057 32.7399257,35.3993196 32.7393482,35.40277 32.735861,35.4085894 32.7352329,35.4115376 32.7347889,35.4129667 32.7260632,35.4128466 32.7243988,35.4172583 32.7273629,35.418889 32.7290236,35.4211206 32.729168,35.424983 32.7310453,35.4306478 32.7302511,35.4318495 32.7318395,35.4367418 32.7312619,35.4419303 32.7311067,35.4433508 32.7314785,35.4489298 32.7305399,35.4529638 32.7289514,35.4543371 32.7285182,35.4555387 32.7280127,35.4581995 32.7264242,35.4600878 32.7245468,35.4568262 32.7202143,35.4555387 32.7179757,35.4549379 32.7158093,35.4522772 32.7163148,35.451333 32.7152316,35.4501314 32.7150149,35.4464407 32.7139317,35.4429216 32.7114763,35.4361281 32.7117616,35.4327078 32.707432,35.4320211 32.701293,35.4307337 32.6966704,35.4276438 32.689234,35.4309912 32.6881504,35.4382868 32.6882226,35.4430075 32.6873558,35.4475565 32.6854776,35.4470415 32.6832382,35.4454107 32.6814321,35.446269 32.6799872,35.4466123 32.6781089,35.4451532 32.675797,35.4450674 32.6718956,35.4436083 32.6710286,35.4411192 32.6713898,35.4405441 32.6700496,35.4385271 32.6674304,35.4381924 32.6640995,35.4369736 32.6630951,35.435111 32.6618523,35.4357977 32.6600458,35.4363127 32.6592509,35.4357977 32.6582393,35.4370851 32.6557101,35.4398317 32.6536144,35.4446382 32.652964,35.4464407 32.651591,35.4489298 32.652675,35.4495306 32.6544093,35.4508524 32.6562448,35.4522257 32.6574552,35.4528909 32.6556812,35.4544358 32.6533254,35.4555216 32.6539143,35.456912 32.652964,35.4591436 32.6548429,35.4621477 32.6539035,35.4642117 32.6538319,35.4666109 32.654048,35.4691858 32.6549152,35.4750223 32.6586006,35.4766531 32.6583115,35.478198 32.6573721,35.479228 32.656794,35.4810305 32.6569386,35.4933042 32.6652483,35.4956217 32.6651038,35.4973383 32.667705,35.4973383 32.6686443,35.4995699 32.66915,35.5009432 32.6734128,35.5008573 32.6750023,35.5061788 32.6770975,35.5100412 32.6784701,35.5100412 32.6824435,35.5095262 32.684683,35.5078483 32.6859688,35.507638 32.6871391,35.4988832 32.6902453,35.4983683 32.6917622,35.4953642 32.6940014,35.4937334 32.6921234,35.4927034 32.6925568,35.4930468 32.6953702,35.491931 32.6995595,35.4924459 32.7010041,35.4911585 32.7016541,35.4901285 32.701293,35.4867811 32.7020152,35.4826612 32.7054098,35.4811163 32.7052653,35.478713 32.7063487,35.4789705 32.7069264,35.4782839 32.7124151,35.4784555 32.7136428,35.4833522 32.7127329,35.486352 32.7129929,35.4856653 32.7142206,35.4833479 32.7161704,35.4805155 32.7213696,35.4785414 32.724619,35.480258 32.7267852,35.4820604 32.7285904,35.4836054 32.7287348,35.4830046 32.729529,35.4769106 32.7337167,35.4781122 32.7356661,35.4806013 32.7364603,35.4860945 32.7322005,35.4945917 32.7403589,35.4975958 32.7384096,35.4986257 32.7366769,35.501544 32.7358827,35.5030889 32.7350163,35.5118437 32.7424525,35.5125303 32.7410808,35.5231733 32.7450514,35.5242891 32.7438964,35.5266066 32.7476503,35.5257482 32.7488775,35.5183668 32.7524146,35.5160494 32.7554463,35.5129595 32.7575396,35.5120153 32.7593441,35.5135603 32.7612929,35.516736 32.7595606,35.5175943 32.7592719,35.5180235 32.7620869,35.5181093 32.7636748,35.5198259 32.760932,35.5210276 32.7591276,35.5224008 32.760932,35.5218859 32.7638191,35.5222292 32.7654791,35.5239744 32.7670239,35.5220776 32.7685251,35.513217 32.770026,35.507638 32.7649739,35.5054922 32.7677887,35.4953416 32.7850095,35.4967149 32.7864725,35.4975249 32.7870118,35.4997952 32.7872175,35.5023433 32.7877343,35.5041639 32.7876973,35.5062357 32.7871246,35.5083922 32.7872292,35.5161985 32.7906088,35.5171973 32.7917091,35.5182101 32.7948315,35.5180267 32.7957478,35.5178464 32.7964675,35.5163787 32.797152,35.514881 32.7973901,35.5091153 32.7957577,35.506594 32.7946484,35.505916 32.7946484,35.5074014 32.7963149,35.5079264 32.7969039,35.508153 32.7971581,35.5096121 32.7983124,35.5226583 32.8095668,35.5240581 32.8115512,35.5206986 32.8179739,35.5161352 32.8150491,35.5119295 32.8196656,35.5089254 32.8208197,35.5070372 32.8208918,35.505063 32.8219738,35.5035181 32.8221901,35.5015125 32.8243362,35.4989677 32.8235608,35.4979334 32.8279136,35.4933887 32.8270229,35.4906936 32.8249673,35.4895606 32.8260708,35.4902129 32.8275277,35.4836083 32.8295472,35.4836941 32.8315666,35.487123 32.8319272,35.4892388 32.8327782,35.4924445 32.8341629,35.4944186 32.834235,35.4966159 32.8355259,35.4923587 32.8389947,35.4866939 32.8397159,35.4807759 32.8422398,35.4793167 32.840437,35.4772568 32.8405091,35.4772568 32.8382015,35.4759693 32.8371197,35.4735661 32.8384178,35.4701328 32.8402928,35.4687596 32.8424562,35.463953 32.8436099,35.4606915 32.8434657,35.4559708 32.8418793,35.4565716 32.8402207,35.4539108 32.8403649,35.4511643 32.8386342,35.4472161 32.8402207,35.4466152 32.8418072,35.4445553 32.841735,35.443182 32.8408697,35.4372597 32.8424562,35.4347706 32.8464222,35.4335089 32.8469162,35.432539 32.8483691)))";relation/1383754;8;administrative;yes;;מועצה אזורית גליל תחתון;Galil Tachton Regional Council;;;;;;;;;boundary;;;;;;;;;;;;;;;;;;;;;;;;;
"POLYGON ((35.4128466 32.7243988,35.410821 32.7238248,35.4078169 32.7195644,35.4091043 32.7173258,35.4090185 32.7153038,35.409791 32.7137873,35.4119368 32.7114763,35.4133959 32.7098875,35.4178591 32.7105375,35.4226656 32.7103208,35.4327078 32.707432,35.4361281 32.7117616,35.4429216 32.7114763,35.4464407 32.7139317,35.4501314 32.7150149,35.451333 32.7152316,35.4522772 32.7163148,35.4549379 32.7158093,35.4555387 32.7179757,35.4568262 32.7202143,35.4600878 32.7245468,35.4581995 32.7264242,35.4555387 32.7280127,35.4543371 32.7285182,35.4529638 32.7289514,35.4489298 32.7305399,35.4433508 32.7314785,35.4419303 32.7311067,35.4367418 32.7312619,35.4318495 32.7318395,35.4306478 32.7302511,35.424983 32.7310453,35.4211206 32.729168,35.418889 32.7290236,35.4172583 32.7273629,35.4128466 32.7243988))";relation/1383755;8;administrative;yes;;כפר כמא;Kfar Kama;;;;;;;;;boundary;;;;;;;;;;;;;;;;;;;;;;;;;
"POLYGON ((35.4044578 32.6784113,35.4079027 32.6780366,35.4112887 32.6782425,35.4112501 32.680204,35.4107351 32.6821545,35.4109926 32.6841773,35.4109068 32.6861277,35.4111643 32.6872836,35.4083319 32.6896674,35.4085035 32.692629,35.4024095 32.6939292,35.3954616 32.6955869,35.3897967 32.6953702,35.3881107 32.6954426,35.3870501 32.6979705,35.3879943 32.7023764,35.3831448 32.7014049,35.3834453 32.6991984,35.3842478 32.6956086,35.3841785 32.692164,35.3888899 32.6924916,35.389877 32.6914731,35.3955418 32.6906063,35.3988034 32.6889449,35.4002625 32.6873557,35.4030091 32.6864888,35.4073864 32.6804206,35.4044578 32.6784113,35.4053278 32.6765195,35.4042978 32.675219,35.3994055 32.675219,35.3950096 32.674128,35.3884234 32.6744243,35.3869643 32.6747133,35.390758 32.6781233,35.3945174 32.6783979,35.3973498 32.6764472,35.3993196 32.6783979,35.4023237 32.6797705,35.4042978 32.6787591,35.4044578 32.6784113))";relation/1383756;8;administrative;yes;;שבלי - אום אל-ר'נם;Shibli - Umm el Ghanam;;;;;;;;;boundary;;;;;;;;;;;;;;;;;;;;;;;;;
"POLYGON ((35.3511729 32.6739908,35.3407874 32.6828769,35.3364959 32.6885116,35.3300586 32.6888005,35.3261104 32.6885116,35.3241362 32.6875003,35.321218 32.6872836,35.3182139 32.6861277,35.317184 32.6820823,35.3164115 32.6838161,35.3153815 32.6815766,35.3146133 32.6828806,35.3128924 32.6808542,35.3131499 32.6777477,35.3122058 32.6770252,35.3110042 32.6754358,35.3099742 32.675508,35.3084292 32.6757248,35.3096309 32.6736296,35.3111758 32.6734128,35.3135791 32.6737018,35.3135791 32.6722568,35.3173556 32.6721846,35.3141799 32.6650316,35.3143516 32.6640922,35.3170981 32.6638755,35.3160682 32.6609129,35.3170123 32.6605516,35.3199305 32.6601903,35.3200164 32.661491,35.3224196 32.6619968,35.3242221 32.6623581,35.3236213 32.6580947,35.3251662 32.6575166,35.3282561 32.6578057,35.3290286 32.656505,35.3304877 32.6569386,35.333406 32.6575889,35.3327193 32.6627916,35.3344359 32.6633697,35.3376117 32.6635864,35.3522887 32.6631529,35.3521171 32.6667657,35.3523745 32.6693668,35.3522029 32.6705228,35.3513446 32.6717511,35.3511729 32.6739908))";relation/1383757;8;administrative;yes;;איכסאל;Iksal;;;;;;;;;boundary;;;;;;;;;;;;;;;;;;;;;;;;;
"POLYGON ((35.2651706 32.6770975,35.262939 32.6796983,35.2593341 32.6800595,35.2591624 32.6815043,35.2613082 32.6817211,35.261394 32.6835271,35.2599349 32.6848997,35.2616515 32.6856943,35.2616515 32.6870668,35.261394 32.6885838,35.2649989 32.6906787,35.2621665 32.6914732,35.2600207 32.6914732,35.2577891 32.6919789,35.2565116 32.6976057,35.2541856 32.6969592,35.2527265 32.6971037,35.2508382 32.6955868,35.2491216 32.6948645,35.2487783 32.6927698,35.2450875 32.6926253,35.2447442 32.6907472,35.243639 32.6906738,35.2414826 32.6905305,35.2401094 32.6906027,35.2363328 32.6880745,35.2353887 32.6884357,35.2342214 32.6876483,35.2332 32.6881612,35.2318696 32.6872076,35.2297238 32.6862685,35.230668 32.6825121,35.2303247 32.6791166,35.2307538 32.6752912,35.2313546 32.6736295,35.2292947 32.670884,35.2322988 32.6690055,35.2350453 32.6689332,35.2409677 32.6663321,35.2373628 32.6633696,35.2379293 32.6616571,35.2406243 32.662358,35.2436284 32.662358,35.2459458 32.6625748,35.24689 32.6630806,35.2460317 32.6671991,35.2482633 32.6674881,35.2487783 32.6711008,35.250409 32.6713898,35.2534818 32.6721881,35.2554731 32.67204,35.2584771 32.6724735,35.2605371 32.6735573,35.2632836 32.6761582,35.2651706 32.6770975))";relation/1383758;8;administrative;yes;;מגדל העמק;Migdal HaEmek;;;;;;;;;boundary;;;;;;;;;;;;;;;;;;;;;;;;;
"POLYGON ((35.2649989 32.6906787,35.261394 32.6885838,35.2616515 32.6870668,35.2616515 32.6856943,35.2599349 32.6848997,35.261394 32.6835271,35.2613082 32.6817211,35.2591624 32.6815043,35.2593341 32.6800595,35.262939 32.6796983,35.2651706 32.6770975,35.2667155 32.6712453,35.2675738 32.6700171,35.2698913 32.6711008,35.2734961 32.6713176,35.2743544 32.6726181,35.2746978 32.6734851,35.2775302 32.6742798,35.2797618 32.6747133,35.2817359 32.6758693,35.2844825 32.6772419,35.2834525 32.6789758,35.2818217 32.6807819,35.2805343 32.6843218,35.2806201 32.6873558,35.2804484 32.6900285,35.2818217 32.6931346,35.281414 32.6950921,35.2739253 32.697176,35.2739253 32.6959481,35.2756419 32.6933513,35.2728953 32.6934236,35.272552 32.6924123,35.272552 32.6903897,35.2710929 32.6895229,35.2711787 32.6881504,35.268518 32.6886561,35.2649989 32.6906787))";relation/1383759;8;administrative;yes;;יפיע;Yafia;;;;;;;;;boundary;;;;;;;;;;;;;;;;;;;;;;;;;
